DO,Conductivity,Nitrite,Nitrate,Phosphate,AN,BOD,COD,SS,TDS,SO4,Na,TH,CL,Mg,Ca,HCO3,SAR,K,Temperature,Salinity,pH,Alkalinity,NH4N,H2SiO3,Cu,Zn,As,Cd,Pb,Hg,Cr,Oil
10.63934355,175.1851082,0.048001048,4.080657025,0.51154901,0.44224973,4.118528789,37.09408393,36.56691293,1829.77975,314.9649639,232.1519936,11476.92501,506.1053873,81.26232614,144.4924825,152.9713041,13.83759832,7.66298543,23.34441796,22.06814346,8.407112595,1.594037546,0.223743002,1.385677427,29.78001503,150.856123,8.436102298,1.823576649,50.65670258,0.119645311,3.420203858,0.357475496
7.592736783,108.1514036,0.01816114,1.533934885,0.395276075,0.381149821,2.678327873,23.07394798,13.59404929,1563.715425,109.5142613,141.9886204,2486.304785,98.71760184,60.28705777,124.9592231,141.8307883,4.200022458,4.04327255,19.35995785,17.593226,7.581371378,1.342065296,0.092525029,0.044686918,1.027804255,53.59306827,1.582232504,0.072151543,0.013363488,0.008099042,0.083030778,0.02019145
5.803466304,94.86848162,0.001094636,0.279023548,0.205595225,0.141968364,2.297789481,9.853040427,2.186587734,1998.979151,174.4324579,287.8868928,10776.42117,418.0333978,80.64689293,150.9076936,149.5324952,12.92815058,8.501385973,23.71720653,21.04295515,8.404528371,1.584260635,0.296069302,0.61799925,25.73550204,224.0473985,9.614691797,2.076740025,33.74448791,0.157128602,5.177427447,0.30407992
8.008430991,99.86147581,0.026618801,1.27330401,0.394977618,0.363460258,3.0329538,19.79034046,9.439445045,2120.597125,368.0385097,393.2415889,10055.58661,1029.417961,95.82756078,151.8112103,203.3254842,14.58154578,9.714769702,23.72894214,22.39027512,8.407500689,1.595620287,0.298522335,1.000139731,31.11974492,172.9667975,7.811620544,1.733011488,53.20524408,0.09162035,3.467474577,0.341995923
8.498584931,140.041693,0.032801712,2.609857945,0.430899215,0.416123018,3.315801436,27.57709316,33.11401717,1263.239275,139.3534799,80.32915954,4723.054855,371.9724746,46.7143821,133.7078988,142.6206126,8.562944887,4.500101003,18.39817875,18.38897398,7.621870706,1.323586278,0.05020072,0.044354478,4.094112201,8.870019344,1.457785009,0.116693669,0.158240179,0.006730591,0.844818186,0.002476484
7.407057793,94.91336578,0.005878415,0.793734026,0.193216772,0.147551979,2.610941971,14.73901866,4.532883799,896.0685292,11.72162155,17.87823299,567.6049961,61.16501595,20.85556995,46.80805013,122.0494508,1.099314957,2.316122868,22.98379608,23.00152243,8.368233725,1.60219142,0.213750981,1.951849094,29.51115953,213.0183701,7.416567712,1.115099462,50.96648508,0.147911875,4.913597146,0.343317358
6.467469694,96.9092544,0.009207753,0.469857677,0.240856503,0.135828561,2.312033932,10.69294134,2.481961867,1949.228198,340.8058905,176.708401,8383.66983,698.8976028,66.23595429,144.1801081,154.9682536,14.06612527,7.954997053,22.63348664,22.72822623,8.434527165,1.725231618,0.306535157,1.640215153,30.10851652,201.3505757,7.119710983,2.11314362,82.01560162,0.104744492,4.848976105,0.382772072
10.82155304,179.1498011,0.050242981,4.879333156,0.563209767,0.461877496,4.118831056,40.34339543,38.43313313,740.9980721,9.818295591,5.150663459,740.0409374,32.23564575,24.50659104,69.00935896,132.8536689,0.22048853,1.262907277,27.937052,25.10735759,8.504083919,1.775039629,0.414828502,2.804534651,33.29610251,239.5625521,10.50287934,2.434306414,88.42657403,0.209356992,5.637748713,0.400517575
8.249242206,148.0524127,0.042697615,3.379100568,0.475187147,0.414337747,3.865165323,27.22393079,27.22893767,2130.398004,366.2780961,806.2080842,10259.98793,1023.734745,95.85253249,154.8636073,237.1598903,15.03763607,10.71463034,29.94500893,33.67542561,8.537973311,2.520948124,0.362864174,3.044991315,35.98805877,256.6735703,11.43505353,2.55528257,87.66197948,0.256650185,5.864703288,0.413157394
5.253076457,95.81444427,0.005394485,0.763716732,0.272475689,0.161752027,1.711860058,9.060629605,2.643502574,802.1558488,6.828748915,23.56367698,911.4694893,37.68239911,21.6448885,63.94398553,108.1259657,0.883917256,2.381709202,18.12021682,17.79578462,7.725460342,1.378684541,0.095458095,0.011726196,1.821358649,0.200034756,1.665207646,0.065117873,0.149784062,0.003532713,0.133923793,0.016240143
9.128485552,168.4619942,0.058564924,4.07724583,0.487049728,0.423209547,4.119507573,40.64913103,36.79108515,950.1776699,20.00074717,7.244002519,271.8374619,49.45681915,28.9785451,69.32895185,126.916689,0.115580737,0.608669509,21.11728,19.54419951,7.983642914,1.479053101,0.181182368,0.130538017,22.08088172,130.3339428,5.729530536,0.745882087,3.078640408,0.053577243,1.563536521,0.198888194
5.580250151,98.23581993,0.001478883,0.46959621,0.305499255,0.157736167,2.466575041,11.57055143,3.23602576,1967.051987,334.4766789,193.0798491,11728.002,533.5234154,85.11848006,146.8154556,153.7563692,12.6630839,7.29514157,18.22615356,18.77738952,7.64291892,1.339973127,0.088157202,0.059126961,1.070281342,33.42286508,0.726205598,0.114801963,0.105672306,0.008340479,0.848073068,0.113022956
8.195265625,159.4871721,0.04715524,2.488065396,0.445803308,0.411687552,3.394527757,24.67631379,35.16129238,1815.812389,286.8541109,263.1820033,6275.939162,538.8887029,63.58816151,148.2811708,158.2181145,13.65605216,7.780786331,24.26166267,28.80223731,8.507594599,2.071167194,0.349074097,2.336544939,39.56377166,241.019722,11.51936428,2.282697,90.80334458,0.232384286,5.481890018,0.402261746
6.503985427,95.69249447,0.00430417,0.223321816,0.166211515,0.181205719,1.658957742,15.57334095,5.748353157,2194.783293,373.1912906,727.6086288,3897.220648,1004.914874,95.91038542,155.6822925,247.560777,15.55194689,10.35659902,20.7227394,19.43988715,8.241196891,1.537895166,0.137557923,0.119464202,21.8507958,139.115823,4.230485052,0.662956686,0.98703965,0.029347762,1.361915625,0.208760187
5.681684846,94.36490095,0.003540894,0.643332182,0.116128387,0.198807657,1.848370757,9.533651161,2.080147584,1856.677841,192.704202,289.8539526,6309.993409,561.1268001,90.48490988,149.8752456,159.3927847,13.90480172,7.789590085,20.47846454,19.36153033,8.156923506,1.46246359,0.159748974,0.100205757,14.47321512,105.298768,3.896671848,0.753133561,1.408123936,0.024860652,1.051697107,0.261821019
8.029361412,101.3009291,0.029857295,2.286123289,0.387147343,0.302375687,3.002401013,22.112072,8.139778016,1556.546934,54.67927833,110.3667907,3419.858021,336.5018536,33.59015023,73.83639191,147.2564461,4.51261178,2.881588886,24.22235642,24.80072803,8.472453542,1.732959935,0.412864919,2.883781203,40.54850868,237.6672682,12.57257357,2.438891216,86.42852043,0.236335185,5.909656932,0.391671322
7.924001012,103.2641365,0.013441619,1.595949617,0.347790244,0.364850837,2.97335708,23.03641982,17.8888858,685.3230722,28.67725548,17.29684199,904.9263602,61.41295029,28.11901522,63.80618248,116.6456318,0.283968154,1.573675046,23.16407906,21.19786737,8.405818329,1.652861197,0.287811183,0.492261315,26.99691436,194.4273556,10.04407714,1.919587984,66.19604135,0.067576881,3.162092936,0.364744632
5.823760409,95.73932573,0.004110139,0.385581693,0.262826339,0.123280475,1.757392246,17.69427335,4.284484924,311.0796265,22.55856411,11.60864089,424.5694985,33.38627341,20.19008965,69.70089088,116.9003152,0.580195313,0.993006778,18.06321409,17.5787168,7.634266154,1.325930021,0.029186209,0.011872082,0.913416252,9.768467813,1.75442278,0.074233166,0.091657881,0.007061962,0.411317998,0.100479821
8.574775074,159.6901336,0.045998493,2.466342203,0.430737245,0.412794101,3.232730469,29.35324453,25.39353626,2073.612907,421.1973266,598.7551605,11236.66466,1073.085599,94.60776173,157.2013454,183.9404835,20.04013938,8.885147256,19.15412831,17.84074221,7.843201214,1.339754221,0.087235441,0.048687418,2.182560091,99.43914901,0.834600727,0.055097301,0.132487712,0.005850252,0.508578242,0.0260307
10.9152492,165.7732319,0.0557808,4.690359122,0.553500231,0.4350728,4.118427116,43.30034355,38.12440941,401.1039614,19.01416333,9.427068931,199.4423291,31.68374953,30.20064978,59.3176696,105.8330943,0.207088472,0.687965005,20.05746962,20.20987623,8.018674364,1.570771385,0.169964471,0.131689761,10.45100364,102.4770429,2.505295715,0.854805045,0.24801829,0.028445852,1.505837156,0.195094023
9.397966814,165.9442912,0.058163828,4.863412945,0.548770248,0.436859261,4.118616184,35.51325367,37.93181805,1834.486032,301.2642904,266.2149233,11652.83908,399.5199234,68.85860028,149.5959472,153.2891679,12.12597083,8.089970765,22.69528487,21.51048308,8.412435626,1.706499968,0.266086964,1.776561544,31.09846048,166.9485743,8.161443168,1.298182977,78.068638,0.153994876,2.870362216,0.373921794
6.584069628,98.09758375,0.007594487,0.542015309,0.265880053,0.18201266,1.875801577,9.725252208,5.934790738,2065.273586,352.9770628,454.8486041,3219.616613,974.76254,94.38551839,154.9154075,251.1292603,14.58292977,9.165807953,20.6475892,19.14053409,8.069763326,1.536251338,0.187720989,0.088695527,23.10960722,132.655208,4.63427744,0.564697892,0.371463865,0.043015427,1.291422063,0.156517071
6.199938322,94.89192919,0.005693467,0.381416391,0.139607644,0.144802111,1.780909246,17.62264247,3.659147537,1953.095398,194.9518483,179.5214813,8494.272367,620.222434,72.26040226,146.0771882,150.2171374,13.68338565,7.930404838,26.36331621,24.3423926,8.442863229,2.281371426,0.432721383,2.776957749,40.85661416,260.0012362,12.96830142,2.541881005,86.81020363,0.231909849,5.567865909,0.41419168
5.70351307,94.75180096,0.005850585,0.724165827,0.196611177,0.158367687,2.181810573,14.849225,2.112398358,2131.23397,354.3430196,325.3423138,4430.849589,824.0683851,95.56810688,152.728172,249.2651939,14.80178638,9.496806319,20.10543326,19.8694971,8.07477203,1.43676815,0.174166079,0.13333921,20.01533876,131.5095226,4.115414459,0.198017164,3.29279136,0.054232689,1.080013783,0.177557944
8.032304418,103.6146083,0.02937626,2.385797519,0.346979476,0.303796103,3.130223461,21.34052876,9.378778828,1845.291643,282.0874046,266.0937743,11123.77645,411.2058183,87.22146193,148.9162699,152.7161241,13.02838609,7.514858232,30.20171451,28.33584637,8.452837998,2.206441158,0.322051433,2.297381725,33.52752339,239.0586632,10.91887525,2.468006469,86.79813668,0.189863248,5.94716014,0.409865939
5.771202132,97.76094854,0.006888188,0.67726216,0.231766847,0.160074274,1.675303347,16.60911648,5.300917177,1175.867516,71.94927753,33.30500283,2119.401935,166.4918683,40.75008217,99.29138069,140.4367567,6.394921589,5.218785095,19.64198695,18.70339768,7.681462582,1.308551346,0.033023043,0.031299571,2.135285524,34.64447507,0.875114507,0.09592213,0.081471117,0.002401862,0.519923595,0.09410006
8.44411126,121.8526777,0.036135382,3.25368109,0.422338238,0.400086275,3.665796685,32.23057512,34.67252078,1855.955442,334.9805715,197.1098895,8054.421056,496.2458167,78.96128197,148.320032,160.2624323,12.35355786,8.072534198,19.91147202,19.05443063,8.073857041,1.520231632,0.100234777,0.132598281,13.7203364,149.1731377,4.620494373,0.360637092,0.600463855,0.048311271,1.66848497,0.151819676
7.989586474,102.8347697,0.024400202,2.232739548,0.330167969,0.251878079,3.084715271,22.6603777,23.45801837,766.2955259,12.43462045,23.51364083,759.1169044,42.81107427,21.82694364,54.08900309,110.2149688,0.337090083,0.786933586,21.14757945,19.86743525,8.268375348,1.495344342,0.120691286,0.062924759,25.32176266,128.1625712,2.167291872,0.40515724,4.085981733,0.034278345,1.165386801,0.259141925
8.694108462,155.3558358,0.03833304,2.910337638,0.413504297,0.405097112,4.008565222,26.74538245,24.32249668,1549.075216,81.19879103,116.8052527,3491.486677,276.0185905,36.15813591,120.790574,147.0450561,6.832071072,3.490644507,18.3481339,18.78716746,7.814456837,1.322409679,0.06460974,0.020539381,2.144445781,92.62727893,0.695640098,0.053375056,0.057435646,0.003692131,0.180533512,0.04530114
5.111821299,96.13114239,0.004987186,0.277013122,0.135754152,0.168655769,1.436640618,17.45725871,3.575443982,2234.022271,429.5850181,346.2245267,10133.84484,1111.776961,95.86151772,152.3224403,179.4694631,17.46478107,9.486519794,20.99056212,19.57631381,8.113340869,1.543742837,0.189203771,0.11072808,14.91738942,125.3630777,3.565132261,0.765935545,1.088727232,0.019038108,1.628357356,0.156273395
8.477365107,120.5868271,0.041320943,2.874179979,0.399120018,0.402231502,3.242022103,32.87768076,33.75125404,2328.468835,351.2817518,673.3764074,5017.886841,957.6181676,95.63602013,153.3968972,180.7284437,18.8194507,10.73692725,22.86927679,22.83384299,8.393310366,1.696617525,0.241944953,1.242743042,28.07505994,193.0268853,8.492323956,1.78301292,18.50717343,0.061096342,2.147349678,0.336047407
5.282272354,94.32747215,0.008550955,0.428853921,0.300517384,0.110080418,2.091878231,14.16580655,5.689814377,2394.020361,443.9306469,392.9871589,9594.62189,1070.665236,95.52152255,156.8080114,179.2004495,18.41894372,10.5701911,20.85731337,19.50753209,8.198746214,1.489044498,0.105944954,0.097275964,21.59296556,124.6253322,3.786345677,0.731673271,1.890924078,0.0174066,1.201147312,0.213134719
7.823004382,102.0734481,0.012424002,1.49224705,0.362900984,0.395353856,3.129224067,20.52935895,12.11806347,2032.336629,383.0791075,399.8814937,2559.589008,873.8058689,95.67909392,159.1357154,181.3748698,18.98475824,10.47808597,18.36979768,17.44575268,7.94321582,1.380273031,0.091965205,0.047592305,4.080787155,79.21173344,0.683960803,0.030326012,0.08975689,0.007703307,0.930121503,0.030583982
7.690175548,99.76081841,0.025400445,1.68440077,0.389397701,0.311621214,2.824528363,20.58535494,10.55822988,2344.40178,394.6751275,658.1893658,2087.806681,769.9891247,94.70985099,153.2158002,184.6007436,19.83724127,9.627892219,22.89068187,21.13336674,8.365362831,1.66410567,0.295172913,0.526671726,25.56269471,209.9595436,8.926491474,1.974856651,72.95351508,0.159618228,4.495296867,0.308244888
8.333315142,125.5735818,0.039210131,2.756046338,0.464255408,0.41418505,3.441823104,27.27579156,27.66980829,2339.000033,460.9151476,515.5610323,11553.08692,1148.157297,95.69019338,158.219639,234.7256892,20.21694629,9.002152798,27.18914063,33.0210209,8.501192632,2.289451248,0.359577178,2.784435978,35.06676262,227.0494593,10.62980488,2.364230713,91.58497809,0.258091035,5.842295708,0.392162446
8.185668118,111.9673559,0.034933593,2.699000257,0.450080156,0.416952253,3.217250372,28.00283204,26.00875013,2120.283806,370.5420418,715.2303245,11634.34957,969.4423386,93.91598565,154.663986,242.1109646,18.01147645,10.57133509,23.09982142,21.9981602,8.431257015,1.714675552,0.241423698,0.672722006,26.67750659,221.7139406,6.27169062,2.026203096,30.49378479,0.136103514,3.712125305,0.365966005
5.923095149,97.98514048,0.000535269,0.694370147,0.324795025,0.14933655,2.033967913,16.98252566,3.516413227,1502.831908,137.8339806,141.8443537,5023.699372,200.9665883,34.10316219,75.01955271,134.6402167,4.020828343,5.616120248,22.48156788,22.73126874,8.36740669,1.661621981,0.203435053,0.916863211,31.4767992,181.4151811,9.399728527,1.416583834,20.71341129,0.13837038,3.873668769,0.370112443
7.668485601,99.16960038,0.018588377,1.956971807,0.340892206,0.265293471,2.72164066,21.3962916,23.8402182,2274.240416,383.2716519,670.4910105,6761.021331,1037.724201,95.29252062,156.7674165,248.3317091,17.69858707,8.996437913,18.73944267,17.43336373,7.814899582,1.349684283,0.063942201,0.055017134,3.007930643,56.61722757,0.999101029,0.04359009,0.144083592,0.00287764,0.665037932,0.061768007
7.191970226,94.92171414,0.008054758,0.745226976,0.169470621,0.162236137,2.26802885,9.59939775,3.729530957,2384.063056,357.9331879,314.9506115,10052.07752,848.5239768,93.73873674,155.7907244,167.7954175,16.37630635,9.013900143,20.461114,19.74540214,8.060870707,1.435751595,0.114616762,0.080285386,11.73135027,132.8388416,4.012141707,0.158060272,0.360905335,0.044634622,1.500497593,0.284868503
10.39337463,185.5198608,0.058713037,4.665330863,0.570635998,0.447344807,4.119178978,35.99534098,37.68373958,2211.191674,416.9076671,443.7911806,9524.778136,988.7086314,94.52305558,156.415909,224.8494484,15.58834303,9.925134874,27.92769722,32.7566814,8.481326934,2.48933917,0.337410122,2.763357468,47.1604148,241.1204474,11.09300841,2.558912592,85.86123555,0.265488433,5.542058798,0.412562167
7.975031115,99.16151726,0.013349614,2.20371984,0.34589574,0.253745636,2.681676013,18.37881937,21.50191303,348.889473,8.815877161,23.38303028,915.8026071,17.07904586,17.23064353,47.44202043,134.238603,1.083064709,1.941645814,24.9648105,30.35633183,8.519134959,2.442475815,0.459381578,3.002477535,41.91910897,264.4377035,12.11254653,2.515607522,88.74029279,0.249540693,5.845439518,0.406567491
8.950188702,133.468552,0.037301503,2.925195351,0.424972018,0.403133607,3.624449349,27.45169072,28.14729926,2079.692024,370.7187343,400.6716438,7546.789476,1002.067879,95.73623821,158.9781592,190.3305842,17.05978785,10.42521886,23.61762999,22.32328695,8.42916125,1.648666894,0.291061994,0.368066566,31.51033487,182.0808696,9.012634957,1.281004519,16.63153277,0.170544537,2.074625185,0.36021026
8.5264495,126.0120988,0.040342089,3.06451135,0.422042405,0.410920832,3.894460408,24.7963304,32.35898748,1553.822552,171.4110913,55.8250768,3366.974574,66.56006669,42.66459491,107.1485619,146.6104013,4.975490706,5.874057635,19.38320455,17.35135238,7.81462016,1.327515603,0.005814448,0.034893116,3.220522917,59.42530354,0.738500469,0.117328332,0.122190502,0.008471704,0.463249754,0.132770256
8.661117031,127.6033612,0.044304003,2.899650313,0.412823846,0.417821811,3.213381972,30.816333,31.41498161,1256.575541,89.07554315,138.3933782,4959.861057,217.7340497,50.4042296,111.694339,139.2713791,3.742028376,6.540380546,24.05379558,24.07701933,8.480389898,2.319591937,0.402463618,1.998939276,37.36118633,225.9937206,12.49376247,2.384495977,84.39516819,0.253125946,5.7908278,0.413209524
9.586420296,188.1653812,0.053404151,4.23275549,0.491596836,0.461466515,4.119056034,37.63536008,37.63497848,1327.105464,55.85480938,60.88847971,5574.765757,272.5952537,38.23691673,127.945191,137.170458,6.445064261,4.577610162,30.11739182,33.33735951,8.528602744,2.03236324,0.347071165,2.818322654,44.42984568,246.3657358,11.3985873,2.464229547,86.4737394,0.237920011,5.302842259,0.396830372
8.000498762,108.2649279,0.019714829,1.605750587,0.352815982,0.310029424,2.772457391,18.50586757,9.236386705,756.7563946,10.84609444,6.967944618,191.6702093,40.57014692,17.64247306,44.27993437,125.3422377,0.342780614,1.983450287,22.13193181,21.65795452,8.423438358,1.596667813,0.271405933,0.819040787,30.15725679,201.8636105,6.833693266,1.252535029,35.10125971,0.065994384,3.067619283,0.352103686
5.678361035,98.54833791,0.005952372,0.484230569,0.167305692,0.190761865,1.657872081,9.990747394,2.495384196,2246.168298,440.0547838,693.7816776,8124.782122,1049.51498,93.83585144,153.8300536,217.0384753,17.93799487,8.880268438,19.15381511,17.63763199,7.670100026,1.418210402,0.099533904,0.019137718,1.777379587,87.89770002,1.777808381,0.128792121,0.153659904,0.002661082,0.692981483,0.051117499
8.825595943,141.2270995,0.030780302,2.626207183,0.422861469,0.402703972,3.951500189,27.99773511,34.18352044,391.7389191,18.00189489,19.4932507,481.6374942,43.51209493,28.53418853,66.52547025,98.30666332,0.189573103,0.926135072,21.00713169,19.46769693,8.114265542,1.443625975,0.142793506,0.175758449,11.00747305,127.7028574,5.73852163,0.33734223,3.90384031,0.019708241,1.621541221,0.16259398
8.812831367,157.5013027,0.032297501,3.29691792,0.449410187,0.402486265,3.308179691,27.30735106,31.93762348,414.3043434,17.64934093,17.52148447,332.475814,40.59999951,23.91446904,45.10890906,125.0296565,0.532090644,0.882925651,24.4820742,27.47597418,8.520904282,2.396140272,0.368598224,2.760703214,39.02160703,238.0626843,10.81617892,2.390073073,86.0082214,0.264501392,5.854207268,0.393367221
6.319116733,98.56429597,0.009729842,0.665865727,0.271949775,0.159825292,1.862195136,14.78131943,4.911924342,2133.551292,379.9420898,399.6677959,11902.21595,1202.913702,94.51901756,157.5797348,172.5580404,16.29897053,9.79397001,21.30963226,20.01288917,8.129388986,1.462767285,0.196543268,0.086533328,15.65167142,148.2064923,3.12834153,0.645401817,1.973137001,0.023407963,1.534647987,0.177250133
7.963010148,104.0583339,0.018499433,2.041567253,0.351066832,0.221790519,2.834928978,20.83968677,12.38043834,956.5997951,14.10133291,4.433931055,175.2665789,12.00280521,17.10992044,41.29681787,126.8466135,0.303944151,1.654422563,24.86496613,25.2987474,8.532636892,2.412426531,0.458471304,2.848718279,35.98057743,233.8905722,11.40949425,2.416711294,88.15412257,0.192713455,5.330721661,0.398008011
7.783821344,104.8173963,0.023121163,1.967845814,0.371305762,0.365257959,2.828483619,22.88316523,13.76281268,2303.790223,454.6565361,795.2290715,1877.922345,830.5722415,93.8573505,153.4772362,216.6547545,14.74086098,10.20696923,22.55810529,22.74380494,8.371429476,1.589458238,0.271907235,0.643804372,27.51897456,194.1106422,9.65951399,1.954002575,37.18296526,0.106250841,2.494482419,0.345605477
7.974247087,107.7262575,0.027353562,1.176710378,0.350265565,0.380329599,3.125951541,18.92782529,19.49592753,2252.81315,397.8533116,549.553774,2977.357261,827.4436442,94.60076175,159.6607204,203.336722,18.61296273,9.667354198,20.06371783,20.8690853,8.059630865,1.539819565,0.188501207,0.111684184,8.674912457,116.8484315,5.788276924,0.71856675,1.057190548,0.027706416,1.015778283,0.260052551
6.867106263,95.05482569,0.005418629,0.659650099,0.261780716,0.141478324,2.147773888,9.673102333,4.729517211,2292.922978,418.410165,549.6668444,2547.841462,1174.35555,94.32923984,151.4733323,225.9553468,17.9741294,9.045823005,26.71250413,26.54864291,8.48172411,1.966886186,0.331521437,2.617448524,44.39425731,245.6622155,10.42315204,2.357641942,90.28665946,0.267743556,5.731531224,0.403884282
7.811451169,106.6934709,0.025486069,1.513201174,0.330717212,0.310475929,3.045595334,22.98558176,9.137306318,2011.196236,473.0005029,368.2971206,3037.993258,1136.135147,95.00583597,151.8483932,196.942158,17.30420782,10.66536308,23.37931944,22.21777428,8.370069811,1.653231377,0.208649461,1.736310888,31.9321503,185.2078095,6.746847832,1.986404298,18.5550098,0.089734293,5.126967078,0.30196062
5.77631968,96.9069946,0.005495441,0.60915576,0.250560769,0.107447717,2.614177189,14.26905358,3.032735461,1975.567468,318.7556827,281.7766683,10260.84322,473.7198321,68.82842177,145.6997167,157.1890222,12.76998222,7.867835986,20.3837235,19.12259324,8.14607538,1.480023782,0.100595909,0.108364768,23.11090496,119.4456115,4.052742436,0.245504224,2.199380557,0.059887793,1.558989911,0.294800256
7.806093959,101.5386538,0.020786312,2.148022255,0.377128114,0.227772466,2.74449853,20.46243392,20.21771757,2344.405431,447.1742224,299.8828125,11826.53965,1056.948599,94.05785853,157.4333561,244.0425284,14.71718146,10.80936278,23.13132915,21.71664438,8.390323743,1.604881658,0.283701918,1.520892971,27.07127528,213.1492032,9.763387546,1.640917393,19.40655025,0.177750078,4.277029709,0.347538063
8.56159877,128.4660529,0.04354316,3.383197894,0.418500359,0.410130726,3.921758772,27.45718425,31.01445631,2375.304285,354.8958408,452.4476406,4613.343398,1205.016597,93.63936693,156.6734983,230.466106,20.09876576,9.595898504,24.86707862,28.0485995,8.510231695,2.07135357,0.399143998,1.996270117,37.83622574,235.214459,11.22328149,2.30445096,90.90398906,0.24681626,5.893976091,0.407628697
5.776414509,97.21740184,0.000326365,0.349821899,0.121085169,0.118401465,1.590426212,17.73295732,5.096680477,2156.945682,477.0938833,312.1150925,10061.74896,1189.266006,95.80906109,159.1801715,173.6371672,18.86156477,8.989200599,21.01492779,19.36706592,8.221225783,1.451763076,0.143731248,0.142233266,15.08473818,133.0906508,4.563969345,0.330587569,0.944335502,0.01052385,1.354567603,0.237306223
